"","X","app","uid","context","timestamp","Physics_EAP","ForceAndMotion_EAP","LinearMomentum_EAP","Energy_EAP","Torque_EAP","NFL_EAP","NSL_EAP","NTL_EAP","POfMom_EAP","ConOfMom_EAP","EnergyTransfer_EAP","EnergyDissipate_EAP","StaticEquilibrium_EAP","PropertiesofTorque_EAP","Physics_Margin.High","Physics_Margin.Medium","Physics_Margin.Low","Physics_Mode","StartDate","Duration_sec","c1","c2","c3","gender","gender_other","ethnicity","ethnicity_other","grade","pre_ECT1","pre_ECT2","pre_POT1","pre_POT2","pre_N1L1","pre_N1L2","pre_N2L1","pre_N2L2","pre_N3L1","pre_N3L2","pre_POM1","pre_POM2","pre_ECD1","pre_ECD2","pre_Eqil1","pre_Eqil2","pre_COM1","pre_COM2","Post_StartDate","Post_Duration..in.seconds","post_ECT1","post_ECT2","post_POT1","post_POT2","post_N1L1","post_N1L2","post_N2L1","post_N2L2","post_N3L1","post_N3L2","post_POM1","post_POM2","post_ECD1","post_ECD2","post_Eqil1","post_Eqil2","post_COM1","post_COM2","preScore","postScore","Cond","filter_.","Gain","gender_bg","WE_watched","Game_Q1","R_Game_Q2","R_Game_Q3","Game_Q4","Game_Q5","Game_Q6","Game_Q7","Game_Q8","Game_Q9","Game_Q10","LS_Q1","LS_Q2","R_LS_Q3","LS_Q4","R_LS_Q5","R_LS_Q6","Game_Satis_Score","LS_Satis_Score","Game_Q2","Game_Q3","LS_Q3","LS_Q5","LS_Q6","LS_Satis_S","Game_Satis_S","pre_NFM","pre_Energy","pre_Moemntum","pre_Torque","post_NFM","post_Energy","post_Momentum","post_Torque","log_phys_anim_freq","ALL_LSs","physicLSduration","perceived_competency","Game_enjoyment","solutionLSduration","score","AllLSduration","PropToolLS","PropPhysLS","PropSoluLS","LScond","NumberAttempts_sum","NumberAttempts_mean","condition","physAnimFreq","physAnimDuration","weFreq","weDuration","hintFreq","hintDuration","toolsFreq","toolsDuration","glossaryFreq","glossaryDuration","defFreq","defDuration","formFreq","formDuration","hvFreq","hvDuration","levelVisited","levelCompleted","silver","gold","avgAttempts","avgDuration","PhysVideosUse","PhysVideosUse3Levels","enjoy_playagain","ethWBH","NFLprepost","NSLprepost","NTLprepost","ECTprepost","POTprepost","POMprepost","Eqilprepost","ECDprepost","COMprepost","prepostNFM","prepostEnergy","prepostMomentum","prepostTorque"
"S204c2",65,"linear","204c2","Roller coaster","2019-05-20 14:12:38",0.09,-0.1457,0.6947,0.5627,-0.3429,-0.9674,-0.9674,-0.9674,0.8164,0.9672,0.9674,0.4024,-0.9611,0.9674,0.1741,0.7448,0.0811,"M","5/10/19 14:08",1286,0,1,0,"Boy",0,"Black or African American",0,"11th",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,"5/20/19 14:26",484,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,16,"Linear","Selected",0,"Boy","WE",4,4,2,4,4,5,5,4,4,3,4,3,4,4,3,3,39,21,2,4,2,3,3,3.5,3.9,5,3,4,4,6,4,3,3,0.301029995663981,17,225,8,17,37802,420,48917,0.222621992354396,0.00459962794120653,0.772778379704397,"3",141,1.7625,"Linear",19,0,2,23.2519998550415,5,14.5499997138977,1,10.8900001049042,2,6.56200003623962,2,66.180999994278,2,5.17400002479553,2,5.174,33,28,17,12,1.775,59.364124981125,1,2,4,"Black",3,4,4,4,4,3,3,3,4,11,7,7,7
"S205c2",66,"linear","205c2","Green Apple","2019-05-24 10:59:33",-0.6977,-0.8386,-0.6464,-0.3153,-0.8608,-0.9674,-0.9674,-0.9674,-0.9674,-0.3884,0.9674,-0.9674,-0.9656,0.9674,0.0022,0.2743,0.7234,"L","5/13/19 14:17",830,0,1,0,"Girl",0,"Black or African American",0,"10th",0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,"5/24/19 11:01",475,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,11,12,"Linear","Selected",1,"Girl","No WE",5,4,4,4,4,5,4,3,4,4,5,4,4,4,4,4,41,25,2,2,2,2,2,4.16666666666667,4.1,4,1,3,3,2,3,4,3,NA,26,19331,8,21,35063,570,71518,0.239436225845242,0.270295589921418,0.49026818423334,NA,250,3.67647058823529,"Linear",5,24.5269999637604,0,0,9,22.8740003108978,2,12.1119997501373,0,0,2,48.8089997768402,0,0,0,0,39,31,22,11,2.21276595744681,129.25955555,1,1,4.5,"Black",1,4,1,3,4,3,2,1,4,6,4,7,6
"S207c2",67,"linear","207c2","Angels","2019-05-24 11:01:12",-0.0939,-0.2795,0.1068,-0.0306,-0.1093,-0.9674,-0.9674,-0.9674,-0.9578,0.9674,0.9674,-0.9674,0,0.9674,0.0289,0.8452,0.1259,"M","5/10/19 14:20",779,0,1,0,"Boy",0,"Black or African American",0,"10th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"5/24/19 11:01",740,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,17,16,"Linear","Selected",-1,"Boy","No WE",4,1,2,5,5,4,4,4,3,3,3,3,3,4,3,2,35,18,5,4,3,3,4,3,3.5,6,4,4,3,5,4,4,3,NA,0,0,10,13,0,1260,0,NA,NA,NA,NA,484,2.38423645320197,"Linear",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,65,45,20,1.61111111111111,57.4628650838889,1,2,3.5,"Black",3,4,4,4,4,4,2,4,4,11,8,8,6
"S209c2",68,"linear","209c2","Cloudy Day","2019-05-20 14:24:55",-0.1792,-0.3606,0.4724,-0.0154,-0.5232,-0.9674,-0.9674,-0.9673,0.7008,0.8577,0.9674,-0.7956,-0.9623,0.9629,0.0484,0.718,0.2336,"M","5/13/19 14:14",991,0,1,0,"Girl",0,"136",0,"11th",1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,"5/20/19 14:25",657,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,10,12,"Linear","Selected",2,"Girl","WE",5,4,4,3,3,4,4,4,5,5,4,4,3,4,3,3,41,21,2,2,3,3,3,3.5,4.1,3,2,3,2,3,2,4,3,0,6,51,6,23,36893,500,36944,0,0.00138046773495019,0.99861953226505,"3",73,2.08571428571429,"Linear",1,0,1,21.3369998931885,4,15.5559997558594,0,0,0,0,1,9.8600001335144,0,0,0,0,29,29,12,18,2.34285714285714,154.207999991429,1,1,5,NA,1,3,2,4,3,3,2,0,4,6,4,7,5
"S212c3",1,"userControl","212c3","Spring","2019-05-22 08:47:49",-0.8049,-0.8866,-0.599,-0.8302,-0.8353,-0.9674,-0.9674,-0.9674,-0.9674,-0.0447,1.2236e-06,-0.9674,-0.6282,0.576,0.0019,0.1642,0.8339,"L","5/10/19 8:52 ",2089,0,0,1,"Boy",0,"Black or African American",0,"10th",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"5/22/19 9:03 ",409,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,"Free Choice","Selected",-2,"Boy","WE",2,1,4,3,3,3,2,4,2,2,3,3,4,4,4,2,26,20,5,2,2,2,4,3.33333333333333,2.6,0,2,2,1,1,0,1,1,0.698970004336019,13,0,6,11,134698,460,136741,0.0149406542295288,0,0.985059345770471,"3",332,7.37777777777778,"UserCtl",0,0,1,16.875,7,37.3239998817444,1,2.04299998283386,0,0,0,0,0,0,0,0,33,27,11,16,7.48888888888889,128.449333349048,0,0,2,"Black",1,0,0,2,2,2,0,0,1,1,2,3,2
"S217c3",2,"userControl","217c3","Dominos","2020-01-17 14:26:36",-0.1182,-0.2944,0.5696,0.014,-0.432,-0.9674,-0.9674,-0.9673,0.7828,0.9658,0.9674,-0.7895,-0.8282,0.9674,0.0604,0.7569,0.1826,"M","5/10/19 9:41 ",302,0,0,1,"Boy",0,"White",0,"10th",0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,"5/22/19 9:01 ",477,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,10,7,"Free Choice","Selected",-3,"Boy","WE",2,3,2,4,4,4,4,3,2,2,3,2,2,3,3,3,30,16,3,4,4,3,3,2.66666666666667,3,4,1,2,3,2,1,1,3,0.602059991327962,7,0,8,11,293562,500,306372,0.0418119149269515,0,0.958188085073048,"3",86,2.15,"UserCtl",0,0,4,288.535999774933,1,5.02600002288818,2,12.809999704361,0,0,0,0,0,0,0,0,34,34,18,16,2.15,158.34787500775,0,0,2,"White",2,3,1,2,4,2,2,0,1,6,2,3,6
"S218c3",3,"userControl","218c3","Lollipop","2019-05-20 09:19:18",-0.6105,-0.7778,-0.4582,-0.2717,-0.8189,-0.9674,-0.9674,-0.9649,-0.9674,0.0053,0.9674,-0.9674,-0.9669,0.9674,0.0034,0.362,0.6345,"L","5/10/19 8:55 ",1635,0,0,1,"Girl",0,"White",0,"10th",0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,"5/20/19 9:20 ",853,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,12,14,"Free Choice","Selected",2,"Girl","WE",4,2,2,2,4,5,4,5,2,1,4,3,3,2,2,1,31,15,4,4,3,4,5,2.5,3.1,4,3,4,1,5,2,4,3,0.778151250383644,24,0,6,11,149845,850,149845,0,0,1,"3",232,3.22222222222222,"UserCtl",4,0,5,81.824000120163,17,34.6129999160767,0,0,0,0,0,0,0,0,0,0,63,63,44,19,3.36231884057971,131.831179108209,1,1,3,"White",2,4,3,2,2,4,2,3,4,9,5,8,4
"S219c3",4,"userControl","219c3","Up in the Air","2019-05-17 09:42:17",-0.5085,-0.6989,-0.2645,-0.2223,-0.7452,-0.9674,-0.9674,-0.9673,-0.4673,0.0517,0.9674,-0.9674,-0.9184,0.9674,0.0064,0.4614,0.5321,"L","5/10/19 9:01 ",1040,0,0,1,"Boy",0,"White",0,"10th",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"5/22/19 12:12",352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,"Free Choice","Selected",1,"Boy","WE",5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,1,50,23,1,1,1,1,5,3.83333333333333,5,5,4,4,4,6,4,4,4,0.698970004336019,26,98,10,25,140201,820,140299,0,0.000698508186088283,0.999301491813912,"3",164,2.44776119402985,"UserCtl",2,0,2,41.1000001430512,20,34.4100003242493,0,0,0,0,0,0,0,0,0,0,56,50,30,21,2.83050847457627,146.463203378814,1,1,5,"White",3,4,4,4,4,4,4,4,4,11,8,8,8
"S220c3",5,"userControl","220c3","Roller coaster","2019-05-17 09:24:03",-0.1753,-0.3466,0.49,-0.0681,-0.4748,-0.9674,-0.9668,-0.9674,0.7159,0.8768,0.9674,-0.9601,-0.8385,0.9653,0.0421,0.7345,0.2234,"M","5/13/19 9:13 ",1519,0,0,1,"Girl",0,"White",0,"11th",1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,"5/20/19 9:20 ",480,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,12,15,"Free Choice","Selected",3,"Girl","WE",5,4,5,3,3,4,5,3,5,5,5,3,5,2,4,5,42,24,2,1,1,2,1,4,4.2,4,4,1,3,5,3,4,3,0.778151250383644,10,0,6,24,142405,440,149179,0.0454085360540022,0,0.954591463945998,"3",101,2.80555555555556,"UserCtl",0,0,7,137.036999702453,3,5.36800050735474,1,6.7739999294281,0,0,0,0,0,0,0,0,33,32,22,10,2.77777777777778,134.955500013611,0,0,5,"White",1,4,4,3,4,2,2,4,3,9,7,5,6
"S222c3",6,"userControl","222c3","Windy Day","2019-05-22 09:00:15",-0.4105,-0.6167,-0.1151,-0.1751,-0.6484,-0.9674,-0.9674,-0.9674,-9e-04,0,0.9674,-0.9674,-0.5306,0.6823,0.0094,0.5569,0.4337,"M","5/10/19 8:52 ",2379,0,0,1,"Boy",0,"Hispanic",0,"10th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"5/22/19 9:02 ",411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,17,"Free Choice","Selected",0,"Boy","WE",4,3,3,4,2,4,4,3,3,3,4,4,3,3,3,3,33,20,3,3,3,3,3,3.33333333333333,3.3,6,4,4,3,6,4,4,3,0.602059991327962,9,0,6,16,100207,1040,100207,0,0,1,"3",235,3.40579710144928,"UserCtl",0,0,2,38.4619998931885,5,12.3580002784729,0,0,0,0,0,0,0,0,0,0,63,60,20,41,3.61428571428571,114.744855062609,0,0,3.5,"Hispanic",4,4,4,4,4,4,2,4,4,12,8,8,6
"S227c3",7,"userControl","227c3","On the Upswing","2019-05-22 08:36:21",-0.8838,-0.941,-0.8257,-0.7286,-0.967,-0.9674,-0.9674,-0.9674,-0.6874,-0.8414,-0.0055,-0.6625,-0.9674,-0.8662,2e-04,0.086,0.9138,"L","             ",2036,0,0,1,"Girl",0,"Other",0,"10th",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"             ",608,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,6,"Free Choice","Selected",0,"Girl","WE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,2,0.301029995663981,5,0,NA,NA,74231,350,90471,0.179505034762521,0,0.820494965237479,"3",176,5.86666666666667,"UserCtl",0,0,3,66.6809996871948,2,11.3780000209808,1,16.2400000095367,0,0,0,0,0,0,0,0,22,22,12,11,5.96774193548387,187.082344828276,0,0,NA,NA,1,2,0,3,3,1,0,1,1,3,4,2,3
"S228c3",8,"userControl","228c3","Pipes","2019-05-20 09:18:26",-0.2371,-0.4343,-0.0346,-0.0955,-0.3374,-0.9674,-0.9674,-0.9674,-5e-04,2e-04,0.9673,-0.9674,-0.3246,0.9674,0.0179,0.7192,0.2629,"M","5/13/19 9:13 ",1211,0,0,1,"Girl",0,"34",0,"11th",0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,"5/20/19 9:20 ",550,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,12,9,"Free Choice","Selected",-3,"Girl","WE",4,4,3,1,1,4,4,1,4,4,5,5,5,5,5,5,30,30,2,3,1,1,1,5,3,3,3,3,3,2,3,3,1,0.778151250383644,9,29,2,19,116824,550,119530,0.0223960512005354,0.000242616916255333,0.977361331883209,"3",188,3.03225806451613,"UserCtl",0,0,4,74.5060002803802,0,0,2,2.67700004577637,0,0,1,2.54500007629395,1,1.46700000762939,0,0,54,38,24,15,3.20967741935484,76.1439672216393,0,0,4,NA,0,4,1,3,2,4,2,3,2,5,6,6,4
"S231c3",9,"userControl","231c3","Freefall","2019-05-22 10:52:00",-0.6277,-0.7572,0.0346,-0.6428,-0.8212,-0.9674,-0.9674,-0.9674,0.4194,0.5586,0.1581,-0.9658,-0.9654,0.8545,0.0085,0.3342,0.6573,"L","5/10/19 8:53 ",5297,0,0,1,"Girl",0,"Black or African American",0,"10th",0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,"5/22/19 10:55",589,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,11,7,"Free Choice","Selected",-4,"Girl","WE",3,2,2,2,3,5,3,4,3,2,1,3,3,4,3,4,29,18,4,4,3,3,2,3,2.9,4,2,1,4,2,1,2,2,0,8,0,5,12,39216,370,39216,0,0,1,"3",89,2.61764705882353,"UserCtl",3,0,3,26.5099999027252,7,17.0140001773834,0,0,0,0,0,0,0,0,0,0,29,29,21,8,2.61764705882353,172.903000021176,1,1,3,"Black",1,3,2,2,3,1,3,1,2,6,3,3,6
"S232c3",10,"userControl","232c3","Mobile","2019-05-20 10:09:29",-0.0063,-0.162,0.532,-4e-04,-0.0589,-0.9674,-0.9674,-0.9674,0.4312,0.9093,0.9545,-0.9529,-0.0013,0.9668,0.0667,0.86,0.0733,"M","5/10/19 10:23",354,0,0,1,"Girl",0,"Black or African American",0,"9th",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"5/20/19 10:12",542,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,7,12,"Free Choice","Selected",5,"Girl","WE",4,3,3,5,5,5,5,3,4,4,5,5,3,3,4,2,41,22,3,3,3,2,4,3.66666666666667,4.1,1,2,2,2,5,3,2,2,0.301029995663981,7,0,10,18,48307,790,48307,0,0,1,"3",278,4.27692307692308,"UserCtl",0,0,2,37.8170001506805,5,10.4900000095368,0,0,0,0,0,0,0,0,0,0,56,53,35,20,4.64615384615385,90.5646093860937,0,0,4,"Black",3,2,1,3,3,2,1,2,2,6,5,4,4
"S233c3",11,"userControl","233c3","Hammock","2019-05-22 10:52:05",-0.2128,-0.4158,-0.1913,-0.0852,-0.2116,-0.9674,-0.9674,-0.9674,-0.9622,-3e-04,0.9674,-0.9674,-0.0071,0.9674,0.0156,0.7488,0.2356,"M","5/10/19 9:53 ",1552,0,0,1,"Boy",0,"Black or African American",0,"10th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"5/22/19 10:55",492,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,17,15,"Free Choice","Selected",-2,"Boy","WE",5,5,5,5,4,4,4,4,5,4,4,4,3,3,3,3,45,20,1,1,3,3,3,3.33333333333333,4.5,6,4,4,3,6,4,4,1,0,101,2188,9,24,64959,1380,122882,0.453565208899595,0.0178056997770219,0.528629091323383,"3",429,3.97222222222222,"UserCtl",24,92.4110001811981,2,28.960000038147,9,35.9990000724792,2,55.7350001335144,30,30.4470000267029,36,55.4339993000031,15,14.0399997234344,28,35.527,86,78,23,57,3.99074074074074,69.0964579498131,1,2,5,"Black",4,4,4,4,3,4,1,4,4,12,8,8,4
"S234c3",12,"userControl","234c3","Fireworks","2019-05-22 10:53:16",-0.0399,-0.2067,0.3681,-0.0121,-0.0802,-0.9674,-0.9674,-0.9674,-0.0382,0.963,0.9674,-0.9674,-0.0105,0.9674,0.0507,0.8574,0.0919,"M","5/10/19 9:52 ",1548,0,0,1,"Girl",0,"White",0,"9th",1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"5/22/19 10:55",528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,"Free Choice","Selected",4,"Girl","WE",5,4,4,4,4,4,5,5,3,3,5,3,1,4,4,4,41,21,2,2,5,2,2,3.5,4.1,5,4,4,1,6,4,4,4,0.477121254719662,37,1317,8,19,80500,1510,81817,0,0.0160968991774326,0.983903100822567,"3",475,5.10752688172043,"UserCtl",12,74.9479999542236,3,68.8499999046326,5,11.6500000953674,0,0,8,11.8439996242523,11,81.7380001544953,7,8.64900016784667,8,13.681,85,81,25,57,5.36559139784946,120.301359550899,1,2,4,"White",3,4,4,4,3,4,2,4,4,11,8,8,5
"S235c3",13,"userControl","235c3","Blocked","2019-05-17 10:44:25",-0.2731,-0.4476,0.2913,-0.0985,-0.5823,-0.9674,-0.9674,-0.9674,0.5141,0.6161,0.9674,-0.9172,-0.9538,0.9674,0.0336,0.6505,0.3159,"M","5/10/19 10:24",218,0,0,1,"Girl",0,"White",0,"9th",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"5/20/19 10:19",445,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,"Free Choice","Selected",4,"Girl","No WE",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,18,3,3,3,3,3,3,3,0,1,0,0,1,1,0,3,NA,1,0,6,15,0,720,28723,1,0,0,"ToolLs preference",208,4.07843137254902,"UserCtl",0,0,1,0,0,0,1,28.7230000495911,0,0,0,0,0,0,0,0,42,41,14,28,4.2156862745098,111.3868399716,0,0,3,"White",0,0,1,1,2,0,1,1,0,1,2,0,3
"S236c3",14,"userControl","236c3","Freefall","2019-05-20 10:16:16",-0.8144,-0.9186,-0.9118,-0.3749,-0.9089,-0.9674,-0.9674,-0.9658,-0.9674,-0.9502,0.9643,-0.9674,-0.9388,0.9624,6e-04,0.157,0.8424,"L","5/10/19 10:10",1327,0,0,1,"Girl",0,"White",0,"9th",0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,"5/20/19 10:18",756,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,14,14,"Free Choice","Selected",0,"Girl","No WE",5,5,5,4,4,5,4,4,5,5,3,3,5,4,3,3,46,21,1,1,1,3,3,3.5,4.6,4,3,4,3,5,4,3,2,NA,8,0,8,25,19730,650,19730,0,0,1,"3",209,3.60344827586207,"UserCtl",0,0,0,0,8,19.7300000190735,0,0,0,0,0,0,0,0,0,0,52,46,29,18,3.68965517241379,140.241818160545,0,0,5,"White",2,4,3,3,3,3,2,4,4,9,7,7,5
"S237c3",15,"userControl","237c3","Under the Candlestick","2019-05-22 10:53:36",-0.2656,-0.4618,-0.0876,-0.0272,-0.3975,-0.9674,-0.9674,-0.9674,-0.9669,0.5572,0.9674,-0.7002,-0.4095,0.9544,0.025,0.6755,0.2995,"M","5/10/19 9:53 ",1719,0,0,1,"Boy",0,"White",0,"10th",0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,"5/22/19 10:55",511,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,13,13,"Free Choice","Selected",0,"Boy","WE",4,3,4,4,5,4,4,3,4,3,4,4,3,4,3,4,38,22,3,2,3,3,2,3.66666666666667,3.8,5,2,4,2,6,2,4,1,0.301029995663981,7,8110,9,18,63284,720,71394,0,0.113594979970306,0.886405020029694,"3",254,3.96875,"UserCtl",13,8.08400011062622,2,48.6410002708435,2,14.643000125885,0,0,0,0,1,3.70799994468689,0,0,1,171.077999830246,55,52,38,16,4.171875,133.817578122813,1,2,4,"White",3,4,4,2,3,4,0,2,4,11,4,8,3
"S239c3",16,"userControl","239c3","Cornfield","2019-05-16 10:16:40",-0.8618,-0.9273,-0.8076,-0.664,-0.9631,-0.9674,-0.967,-0.9674,-0.6724,-0.8278,0.1513,-0.6766,-0.7402,-0.8639,8e-04,0.1076,0.8916,"L","5/10/19 10:34",208,0,0,1,"Girl",0,"Asian",0,"9th",0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,"5/20/19 10:17",780,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,7,6,"Free Choice","Selected",-1,"Girl","No WE",5,2,5,3,5,4,4,5,5,4,4,4,2,4,2,2,42,18,4,1,4,4,4,3,4.2,3,2,0,2,3,1,2,0,NA,0,0,8,21,0,210,0,NA,NA,NA,NA,99,5.21052631578947,"UserCtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,10,5,5.26315789473684,105.487789457368,0,0,5,NA,2,1,3,1,1,1,1,2,1,6,3,2,2
"S240c3",17,"userControl","240c3","Tetherball","2019-05-22 10:51:38",-0.1915,-0.3893,-0.1137,-0.0793,-0.2006,-0.9674,-0.9674,-0.9674,-0.965,0.277,0.9581,-0.9674,-0.03,0.9674,0.0189,0.7643,0.2168,"M","5/10/19 9:52 ",1774,0,0,1,"Boy",0,"Black or African American",0,"10th",0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,"5/22/19 10:55",596,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,7,9,"Free Choice","Selected",2,"Boy","WE",5,4,4,3,4,4,4,3,4,4,5,5,5,5,4,5,39,29,2,2,1,2,1,4.83333333333333,3.9,2,1,1,3,4,2,2,1,0.301029995663981,3,0,7,21,50330,530,52164,0.0351583467525496,0,0.96484165324745,"3",236,3.42028985507246,"UserCtl",0,0,2,50.3299999237061,0,0,1,1.83399987220764,0,0,0,0,0,0,0,0,50,32,11,21,3.43478260869565,114.84655073029,0,0,4.5,"Black",1,3,2,1,3,2,1,2,1,6,3,3,4
"S242c3",18,"userControl","242c3","Get Over It!","2019-05-22 10:44:12",-0.578,-0.749,-0.4379,-0.2566,-0.7681,-0.9674,-0.9674,-0.9674,-0.9674,0.0013,0.9674,-0.9674,-0.8846,0.9674,0.0044,0.3937,0.6019,"L","5/10/19 9:53 ",1621,0,0,1,"Boy",0,"Black or African American",0,"10th",0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,"5/22/19 10:54",463,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,11,13,"Free Choice","Selected",2,"Boy","WE",4,4,4,5,5,5,4,5,2,2,1,4,5,4,4,5,40,23,2,2,1,2,1,3.83333333333333,4,5,1,3,2,5,2,4,2,0.845098040014257,42,3351,10,16,124927,990,128278,0,0.0261229517142456,0.973877048285754,"3",372,5.16666666666667,"UserCtl",11,5.12500007629395,6,98.4930000305176,2,4.97899985313415,0,0,9,16.7709996700287,10,22.3480000495911,7,7.64899992942809,9,13.479,67,61,31,30,5.43055555555556,141.872444446806,1,2,3,"Black",2,4,4,1,3,3,1,2,4,10,3,7,4
"S243c3",19,"userControl","243c3","Not too Far","2019-05-23 09:05:39",-0.6084,-0.7762,-0.4586,-0.2708,-0.8144,-0.9674,-0.9669,-0.9667,-0.9674,0,0.9674,-0.9674,-0.9582,0.9674,0.0035,0.3641,0.6324,"L","5/10/19 11:06",562,0,0,1,"Girl",0,"Black or African American",0,"10th",1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,"5/23/19 9:06 ",505,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,12,15,"Free Choice","Selected",3,"Girl","WE",5,5,5,4,3,5,4,4,5,4,5,4,5,5,5,4,44,28,1,1,1,1,2,4.66666666666667,4.4,4,4,3,1,6,2,4,3,0.698970004336019,19,0,7,24,119180,880,143393,0.168857615085813,0,0.831142384914187,"3",172,2.64615384615385,"UserCtl",2,0,6,91.9870000419616,13,29.298999786377,1,24.2130000591278,0,0,0,0,1,13.1130001544952,0,0,59,55,30,26,3.18461538461538,187.067999993906,1,1,5,"Black",3,4,3,3,2,4,2,3,3,10,6,7,4
"S245c3",20,"userControl","245c3","Mr Green","2019-05-23 08:55:17",-0.3246,-0.5294,0.1303,-0.1356,-0.6099,-0.9674,-0.9674,-0.9674,-2e-04,0.7154,0.9674,-0.9674,-0.87,0.9674,0.0191,0.6261,0.3547,"M","5/10/19 11:06",606,0,0,1,"Boy",0,"White",0,"9th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"5/23/19 9:07 ",490,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16,16,"Free Choice","Selected",0,"Boy","WE",4,3,2,4,4,3,4,4,3,3,5,4,3,5,4,5,34,26,3,4,3,2,1,4.33333333333333,3.4,6,4,4,2,5,4,4,3,0.954242509439325,21,0,8,15,189752,950,208003,0.087743926770287,0,0.912256073229713,"3",316,4.57971014492754,"UserCtl",2,0,10,169.92199921608,7,19.8299999237061,5,18.2509999275207,0,0,0,0,0,0,0,0,55,54,21,35,4.73913043478261,133.461782617101,1,1,3.5,"White",3,4,4,4,3,4,2,4,4,11,8,8,5
